,Fish_ID,Beas_population_code,Population_old_code,Harvested,Head.time.moving,Head.total.time,Head.raw.speed,Head.speed.moving,Head.time.stationary,Trial,Treatment,Normalized_Time.moving,FSR,FastestFSR,Status,FastestStatus,Aquarium,Acclimation,Sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,SGR_length,MMR_mghg,SMR_mghg,MMR_scaled,SMR_scaled,AS,Harvest2,Length2,FastestFSR2
639,8mp,7,3,Large,7.3,865.6,1.971504766,6.808097585,858.3,2,Recovery,0.008433457,7,7,1,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,NA,NA,NA,NA,NA,Negative,22,7
640,6fg,6,2,Small,7.2,865.6,1.463445086,6.616314322,858.4,3,Recovery,0.00831793,28,28,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,NA,NA,NA,NA,NA,Positive,26,28
641,4fg,5,2,Random,7.133333333,865.6,1.656578961,8.719055242,858.4666667,3,Recovery,0.008240912,84,29,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,NA,NA,NA,NA,NA,Random,30,6
642,7mb,3,1,Large,6.966666667,865.6,1.130656449,9.3284195,858.6333333,3,Hypoxia,0.008048367,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,0.613,0.098,0.163,0.023,0.14,Negative,19,NA
643,7fl,7,3,Large,6.933333333,865.6,0.27688099,7.483484874,858.6666667,2,Normoxia,0.008009858,157,157,1,1,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,1.026,0.274,0.322,0.091,0.231,Negative,20,28
644,2fp,9,3,Small,6.8,865.6,0.610752163,6.30901241,858.8,3,Hypoxia,0.007855823,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,0.557,0.171,0.174,0.056,0.118,Positive,28,NA
645,10mg,4,2,Large,6.6,865.6,0.496411794,22.47982656,859,2,Normoxia,0.007624769,38,38,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,1.102,0.203,0.299,0.05,0.249,Negative,18,6
646,8fp,7,3,Large,6.566666667,865.6,1.526386205,6.336272834,859.0333333,3,Hypoxia,0.00758626,NA,18,0,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,0.474,0.207,0.15,0.071,0.079,Negative,26,18
647,11mg,2,1,Random,6.466666667,865.6,0.241235841,13.31219136,859.1333333,1,Recovery,0.007470733,6,6,1,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,NA,NA,NA,NA,NA,Random,17,6
648,8mp,7,3,Large,6.433333333,865.6,1.727544535,6.82388682,859.1666667,2,Hypoxia,0.007432224,5,46,1,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,0.577,0.157,0.172,0.047,0.125,Negative,22,5
649,6fg,6,2,Small,6.333333333,865.6,1.128537992,7.064309283,859.2666667,3,Hypoxia,0.007316697,7,24,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,0.596,0.216,0.182,0.068,0.114,Positive,26,6
650,5mb,1,1,Small,6,865.6,1.428962041,9.079305615,859.6,1,Hypoxia,0.006931608,5,5,1,1,5,Hypoxia acclimated,M,0.07,0.08,12.5,16,0.23,0.09,0.43,0.266,0.074,0.067,0.015,0.052,Positive,12,5
651,6fb,1,1,Small,5.966666667,865.6,0.61662283,7.64473474,859.6333333,3,Hypoxia,0.006893099,6,19,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,0.439,0.014,0.135,0.005,0.13,Positive,24,6
652,8mp,7,3,Large,5.733333333,865.6,1.491487349,6.098997019,859.8666667,3,Hypoxia,0.006623537,NA,46,0,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,0.577,0.157,0.172,0.047,0.125,Negative,25,5
653,4fp,8,3,Random,5.7,865.6,1.506763573,6.880358229,859.9,3,Recovery,0.006585028,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,NA,NA,NA,NA,NA,Random,27,NA
654,10fl,4,2,Large,4.966666667,865.6,0.16961148,20.89492679,860.6333333,2,Recovery,0.005737831,NA,48,0,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,NA,NA,NA,NA,NA,Negative,22,48
655,6ml,6,2,Small,4.5,865.6,0.556915779,11.30173496,861.1,3,Hypoxia,0.005198706,NA,NA,NA,NA,6,Normoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
656,10fl,4,2,Large,4.133333333,865.6,0.26350782,15.8142921,861.4666667,3,Hypoxia,0.004775108,NA,7,0,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,0.52,0.214,0.168,0.076,0.092,Negative,29,7
657,2fp,9,3,Small,3.466666667,865.6,0.225836539,8.145002715,862.1333333,2,Normoxia,0.004004929,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,0.92,0.215,0.287,0.071,0.216,Positive,24,NA
658,10ml,4,2,Large,3.4,865.6,1.69267836,6.2116307,862.2,2,Normoxia,0.003927911,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,0.744,0.152,0.196,0.035,0.161,Negative,18,NA
659,4fg,5,2,Random,3.4,865.6,1.546760114,7.191154813,862.2,3,Hypoxia,0.003927911,37,34,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,0.461,0.283,0.154,0.108,0.046,Random,30,34
660,8mb,3,1,Large,2.833333333,865.6,1.114335326,8.239387056,862.7666667,3,Hypoxia,0.003273259,5,40,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,0.792,0.187,0.204,0.042,0.162,Negative,18,5
661,10mg,4,2,Large,2.533333333,865.6,0.3612603,29.06670045,863.0666667,1,Recovery,0.002926679,5,5,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,NA,NA,NA,NA,NA,Negative,18,5
662,8fp,7,3,Large,2.333333333,865.6,0.236908996,9.510736087,863.2666667,1,Recovery,0.002695625,20,10,1,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,NA,NA,NA,NA,NA,Negative,22,10
663,10mg,4,2,Large,2.3,865.6,0.340630062,11.77009779,863.3,2,Recovery,0.002657116,6,5,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,NA,NA,NA,NA,NA,Negative,18,5
664,3mg,5,2,Random,2.266666667,865.6,0.517296291,9.690223262,863.3333333,2,Hypoxia,0.002618608,48,35,1,1,3,Hypoxia acclimated,M,0.11,0.12,18,18,0.15,0.12,0,0.341,0.442,0.089,0.101,-0.012,Random,18,35
665,10mg,4,2,Large,2,865.6,0.407670255,14.60976937,863.6,1,Hypoxia,0.002310536,7,6,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,0.707,0.004,0.192,0.001,0.191,Negative,18,6
666,6mp,9,3,Small,1,865.6,1.182998931,4.463792141,864.6,3,Recovery,0.001155268,NA,5,0,1,6,Normoxia acclimated,M,0.09,0.09,15.5,16,0,0.09,0.05,NA,NA,NA,NA,NA,Positive,16,5
667,12fl,6,2,Small,0.1,865.6,0.309718974,2.17886196,865.5,1,Recovery,0.000115527,31,31,1,1,12,Hypoxia acclimated,F,0.16,0.38,19,24,1.49,0.32,0.4,NA,NA,NA,NA,NA,Positive,19,31
668,12mp,9,3,Small,0,865.6,0,NA,865.6,2,Recovery,0,NA,NA,0,0,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,NA,NA,NA,NA,NA,Positive,16,NA
669,5ml,6,2,Small,0,865.6,0,NA,865.6,1,Normoxia,0,5,4,1,1,5,Hypoxia acclimated,M,0.1,0.12,16.5,18,0.31,0.12,0.15,1.851,0.486,0.482,0.111,0.371,Positive,16,4
670,8mg,4,2,Large,0,865.6,0,NA,865.6,2,Normoxia,0,159,142,1,1,8,Hypoxia acclimated,M,0.11,0.13,16,18,0.29,0.12,0.2,1.109,0.487,0.289,0.111,0.178,Negative,16,142
671,7ml,4,2,Large,59.5,932.3,2.075394633,6.88153267,872.8,3,Recovery,0.063820659,44,44,1,1,7,Normoxia acclimated,M,0.1,0.1,16,16.5,0,0.11,0.05,NA,NA,NA,NA,NA,Negative,16,44
672,7fb,3,1,Large,44.13333333,932.3,1.327293761,10.11207131,888.1666667,3,Recovery,0.047338124,6,33,1,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,NA,NA,NA,NA,NA,Negative,22,6
673,12mp,9,3,Small,0,892.7333333,0,NA,892.7333333,1,Hypoxia,0,NA,51,1,1,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,0.422,0.1,0.106,0.021,0.085,Positive,16,6
674,11fp,8,3,Random,0,897.3333333,0,NA,897.3333333,2,Hypoxia,0,NA,NA,NA,NA,11,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
675,7fl,7,3,Large,30.4,932.3,1.125875376,7.301617671,901.9,3,Recovery,0.03260753,NA,10,0,1,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,NA,NA,NA,NA,NA,Negative,27,10
676,7fg,4,2,Large,21.7,932.3,1.397059194,9.57253166,910.6,3,Recovery,0.02327577,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,NA,NA,NA,NA,NA,Negative,32,NA
677,7fp,7,3,Large,21.56666667,932.3,1.333369528,7.117008892,910.7333333,3,Recovery,0.023132754,7,7,1,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,NA,NA,NA,NA,NA,Negative,31,7
678,7mp,7,3,Large,10.86666667,932.3,1.598515841,8.120947885,921.4333333,3,Recovery,0.011655762,NA,6,0,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,NA,NA,NA,NA,NA,Negative,20,6
679,10fb,3,1,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,6,20,1,1,10,Hypoxia acclimated,F,0.23,0.69,22,30.5,1.89,0.54,0.56,0.969,0.158,0.312,0.056,0.256,Negative,22,6
680,10fb,3,1,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,NA,20,0,1,10,Hypoxia acclimated,F,0.23,0.69,22,30.5,1.89,0.54,0.56,0.969,0.158,0.312,0.056,0.256,Negative,30,6
681,10fg,3,1,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,4,34,1,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,0.865,0.046,0.265,0.015,0.25,Negative,20,4
682,10fg,3,1,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,34,34,1,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,0.865,0.046,0.265,0.015,0.25,Negative,27,4
683,10fl,4,2,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,7,7,1,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,0.88,0.272,0.284,0.096,0.188,Negative,22,7
684,10fl,4,2,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,NA,7,0,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,0.88,0.272,0.284,0.096,0.188,Negative,29,7
685,10fp,7,3,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,NA,38,0,1,10,Hypoxia acclimated,F,0.23,0.6,21.5,27.5,1.65,0.43,0.42,1.008,0.048,0.314,0.016,0.298,Negative,22,38
686,10fp,7,3,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,NA,38,0,1,10,Hypoxia acclimated,F,0.23,0.6,21.5,27.5,1.65,0.43,0.42,1.008,0.048,0.314,0.016,0.298,Negative,28,38
687,10mb,3,1,Large,NA,907.9333333,NA,NA,NA,1,Normoxia,NA,4,4,1,1,10,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.14,0.1,0.8,0.282,0.213,0.067,0.146,Negative,18,4
688,10mb,3,1,Large,NA,918.9333333,NA,NA,NA,3,Normoxia,NA,NA,4,0,1,10,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.14,0.1,0.8,0.282,0.213,0.067,0.146,Negative,18,4
689,10mg,4,2,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,7,38,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,1.102,0.203,0.299,0.05,0.249,Negative,18,6
690,10mg,4,2,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,6,38,1,1,10,Hypoxia acclimated,M,0.16,0.19,18.5,20.5,0.3,0.16,0.18,1.102,0.203,0.299,0.05,0.249,Negative,20,6
691,10ml,4,2,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,0.744,0.152,0.196,0.035,0.161,Negative,18,NA
692,10ml,4,2,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.12,0.11,18,16.5,-0.15,0.13,-0.15,0.744,0.152,0.196,0.035,0.161,Negative,16,NA
693,10mp,7,3,Large,NA,918.9333333,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.16,0.17,20,19.5,0.1,0.17,-0.04,0.659,0.188,0.18,0.047,0.133,Negative,20,NA
694,10mp,7,3,Large,NA,907.9333333,NA,NA,NA,3,Normoxia,NA,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.16,0.17,20,19.5,0.1,0.17,-0.04,0.659,0.188,0.18,0.047,0.133,Negative,20,NA
695,11fb,2,1,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,0,0,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,0.579,0.205,0.158,0.052,0.106,Random,20,NA
696,11fb,2,1,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,NA,NA,0,0,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,0.579,0.205,0.158,0.052,0.106,Random,20,NA
697,11fb,2,1,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,6,6,1,1,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,1.276,0.429,0.349,0.108,0.241,Random,20,6
698,11fb,2,1,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,NA,10,0,1,11,Normoxia acclimated,F,0.21,0.19,20,21.5,-0.17,0.17,0.12,NA,NA,NA,NA,NA,Random,22,10
699,11fg,5,2,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,6,17,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,0.429,0.284,0.145,0.11,0.035,Random,23,6
700,11fg,5,2,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,17,17,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,0.429,0.284,0.145,0.11,0.035,Random,23,6
701,11fg,5,2,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,8,49,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,0.714,0.322,0.241,0.125,0.116,Random,23,5
702,11fg,5,2,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,53,53,1,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,NA,NA,NA,NA,NA,Random,29,6
703,11fl,8,3,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,11,Normoxia acclimated,F,0.18,0.58,20.5,18.5,2.02,0.58,-0.18,0.528,0.326,0.172,0.117,0.055,Random,20,NA
704,11fl,8,3,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,11,Normoxia acclimated,F,0.18,0.58,20.5,18.5,2.02,0.58,-0.18,0.528,0.326,0.172,0.117,0.055,Random,20,NA
705,11fl,8,3,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,NA,NA,NA,NA,11,Normoxia acclimated,F,0.18,0.58,20.5,18.5,2.02,0.58,-0.18,0.485,0.218,0.158,0.078,0.08,Random,20,NA
706,11fl,8,3,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,11,Normoxia acclimated,F,0.18,0.58,20.5,18.5,2.02,0.58,-0.18,NA,NA,NA,NA,NA,Random,18,NA
707,11fp,8,3,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,11,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
708,11fp,8,3,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,7,7,1,1,11,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,7
709,11fp,8,3,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,11,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
710,11mb,2,1,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,114,114,1,1,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,1.095,0.274,0.27,0.055,0.215,Random,16,7
711,11mb,2,1,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,7,114,1,1,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,1.095,0.274,0.27,0.055,0.215,Random,16,7
712,11mb,2,1,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,6,6,1,1,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,1.727,0.686,0.425,0.139,0.286,Random,16,6
713,11mb,2,1,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,NA,NA,0,0,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,NA,NA,NA,NA,NA,Random,16,NA
714,11mg,2,1,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,31,31,1,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,1.119,0.363,0.292,0.083,0.209,Random,17,31
715,11mg,2,1,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,41,31,1,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,1.119,0.363,0.292,0.083,0.209,Random,17,31
716,11mg,2,1,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,6,19,1,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,1.298,0.524,0.338,0.119,0.219,Random,17,6
717,11mg,2,1,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,NA,6,0,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,NA,NA,NA,NA,NA,Random,18,6
718,11ml,5,2,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,33,33,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,0.662,0.214,0.176,0.051,0.125,Random,17,6
719,11ml,5,2,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,6,33,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,0.662,0.214,0.176,0.051,0.125,Random,17,6
720,11ml,5,2,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,6,4,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,1.051,0.451,0.28,0.107,0.173,Random,17,4
721,11ml,5,2,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,5,34,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,NA,NA,NA,NA,NA,Random,18,5
722,11mp,8,3,Random,NA,895.9333333,NA,NA,NA,1,Hypoxia,NA,6,36,1,1,11,Normoxia acclimated,M,0.11,0.12,17,17.5,0.15,0.12,0.05,1.164,0.312,0.303,0.071,0.232,Random,17,4
723,11mp,8,3,Random,NA,897.3333333,NA,NA,NA,2,Hypoxia,NA,36,36,1,1,11,Normoxia acclimated,M,0.11,0.12,17,17.5,0.15,0.12,0.05,1.164,0.312,0.303,0.071,0.232,Random,17,4
724,11mp,8,3,Random,NA,900.4,NA,NA,NA,1,Normoxia,NA,6,6,1,1,11,Normoxia acclimated,M,0.11,0.12,17,17.5,0.15,0.12,0.05,1.531,0.495,0.399,0.113,0.286,Random,17,6
725,11mp,8,3,Random,NA,897.3333333,NA,NA,NA,3,Recovery,NA,6,5,1,1,11,Normoxia acclimated,M,0.11,0.12,17,17.5,0.15,0.12,0.05,NA,NA,NA,NA,NA,Random,18,5
726,12fb,1,1,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,6,30,1,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,0.457,0.177,0.143,0.059,0.084,Positive,20,5
727,12fb,1,1,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,5,30,1,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,0.457,0.177,0.143,0.059,0.084,Positive,20,5
728,12fb,1,1,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,28,28,1,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,NA,NA,NA,NA,NA,Positive,27,5
729,12fg,6,2,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,50,33,1,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,0.554,0.146,0.169,0.046,0.123,Positive,18,33
730,12fg,6,2,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,33,33,1,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,0.554,0.146,0.169,0.046,0.123,Positive,18,33
731,12fg,6,2,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,NA,53,0,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,NA,NA,NA,NA,NA,Positive,24,7
732,12fl,6,2,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,6,4,1,1,12,Hypoxia acclimated,F,0.16,0.38,19,24,1.49,0.32,0.4,0.582,0.169,0.174,0.051,0.123,Positive,19,4
733,12fl,6,2,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,4,4,1,1,12,Hypoxia acclimated,F,0.16,0.38,19,24,1.49,0.32,0.4,0.582,0.169,0.174,0.051,0.123,Positive,19,4
734,12fl,6,2,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,NA,31,0,1,12,Hypoxia acclimated,F,0.16,0.38,19,24,1.49,0.32,0.4,NA,NA,NA,NA,NA,Positive,24,31
735,12fp,9,3,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,5,4,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,0.509,0.113,0.155,0.036,0.119,Positive,20,4
736,12fp,9,3,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,4,4,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,0.509,0.113,0.155,0.036,0.119,Positive,20,4
737,12fp,9,3,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,5,27,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,NA,NA,NA,NA,NA,Positive,25,4
738,12mb,1,1,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
739,12mb,1,1,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
740,12mb,1,1,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
741,12mg,6,2,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
742,12mg,6,2,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
743,12mg,6,2,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,NA,NA,NA,NA,12,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
744,12ml,9,3,Small,NA,892.7333333,NA,NA,NA,1,Hypoxia,NA,4,3,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,0.741,0.072,0.195,0.017,0.178,Positive,18,3
745,12ml,9,3,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,3,3,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,0.741,0.072,0.195,0.017,0.178,Positive,18,3
746,12ml,9,3,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,5,40,1,1,12,Hypoxia acclimated,M,0.12,0.14,18,18.5,0.27,0.13,0.05,NA,NA,NA,NA,NA,Positive,18,5
747,12mp,9,3,Small,NA,891.5333333,NA,NA,NA,2,Hypoxia,NA,6,51,1,1,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,0.422,0.1,0.106,0.021,0.085,Positive,16,6
748,12mp,9,3,Small,NA,875.9333333,NA,NA,NA,3,Recovery,NA,NA,NA,0,0,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,NA,NA,NA,NA,NA,Positive,16,NA
749,1fb,2,1,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,5,10,1,1,1,Hypoxia acclimated,F,0.16,0.3,19,22,1.08,0.28,0.25,0.619,0.219,0.182,0.064,0.118,Random,22,5
750,1fb,2,1,Random,NA,870.5333333,NA,NA,NA,1,Normoxia,NA,NA,5,0,1,1,Hypoxia acclimated,F,0.16,0.3,19,22,1.08,0.28,0.25,0.528,0.305,0.155,0.089,0.066,Random,19,5
751,1fb,2,1,Random,NA,882.5333333,NA,NA,NA,2,Recovery,NA,NA,34,0,1,1,Hypoxia acclimated,F,0.16,0.3,19,22,1.08,0.28,0.25,NA,NA,NA,NA,NA,Random,19,34
752,1fg,2,1,Random,NA,894.6,NA,NA,NA,3,Hypoxia,NA,NA,NA,NA,NA,1,Hypoxia acclimated,F,0.23,0.45,20.5,25.5,1.16,0.41,0.38,0.628,0.172,0.194,0.056,0.138,Random,26,NA
